event_id,event_name,year,location,gender,pdf_file,has_time_data
236,World Senior Curling Championships 2015,2015,"Sochi, Russia",,WSCC2015_ResultsBook.pdf,False
237,World Women's Curling Championship 2015,2015,"Sapporo, Japan",w,WWCC2015_ResultsBook.pdf,False
238,World Junior Curling Championships 2015,2015,"Tallinn, Estonia",m,WJCC2015_ResultsBook_Men.pdf,False
239,World Junior Curling Championships 2015,2015,"Tallinn, Estonia",w,WJCC2015_ResultsBook_Women.pdf,False
240,Winter Universiade 2015,2015,"Granada, Spain",,WUNI2015_ResultsBook.pdf,False
241,European Curling Championships 2014 A-Division,2014,"Champery, Switzerland",m,ECC2014_ResultsBook_Men_A-Division.pdf,False
242,European Curling Championships 2014 A-Division,2014,"Champery, Switzerland",w,ECC2014_ResultsBook_Women_A-Division.pdf,False
243,European Curling Championships 2014 B-Division,2014,"Champery, Switzerland",m,ECC2014_ResultsBook_Men_B-Division.pdf,False
244,European Curling Championships 2014 B-Division,2014,"Champery, Switzerland",w,ECC2014_ResultsBook_Women_B-Division.pdf,False
245,World Mixed Doubles Curling Championship 2014,2014,"Dumfries, Scotland",mxd,WMDCC2014_ResultsBook.pdf,False
246,World Senior Curling Championships 2014,2014,"Dumfries, Scotland",,WSCC2014_ResultsBook.pdf,False
247,World Men's Curling Championship 2014,2014,"Beijing, China",m,WMCC2014_ResultsBook.pdf,False
248,Paralympic Winter Games 2014,2014,"Sochi, Russia",,PWG2014_ResultsBook.pdf,False
249,World Junior Curling Championships 2014,2014,"Flims, Switzerland",m,WJCC2014_ResultsBook_Men.pdf,False
250,World Junior Curling Championships 2014,2014,"Flims, Switzerland",w,WJCC2014_ResultsBook_Women.pdf,False
251,Olympic Winter Games 2014,2014,"Sochi, Russia",,OWG2014_ResultsBook.pdf,False
252,Winter Universiade 2013,2013,"Trentino, Italy",,WUNI2013_ResultsBook.pdf,False
253,Olympic Qualification Event 2013,2013,"Fuessen, Germany",m,OQE2013_ResultsBook_Men.pdf,False
254,Olympic Qualification Event 2013,2013,"Fuessen, Germany",w,OQE2013_ResultsBook_Women.pdf,False
255,European Curling Championships 2013 A-Division,2013,"Stavanger, Norway",m,ECC2013_ResultsBook_Men_A-Division.pdf,False
256,European Curling Championships 2013 A-Division,2013,"Stavanger, Norway",w,ECC2013_ResultsBook_Women_A-Division.pdf,False
257,European Curling Championships 2013 B-Division,2013,"Stavanger, Norway",m,ECC2013_ResultsBook_Men_B-Division.pdf,False
258,European Curling Championships 2013 B-Division,2013,"Stavanger, Norway",w,ECC2013_ResultsBook_Women_B-Division.pdf,False
259,World Junior Curling Championships 2013,2013,"Sochi, Russia",,WJCC2013_ResultsBook.pdf,False
260,World Wheelchair Curling Championship 2013,2013,"Sochi, Russia",,WWhCC2013_ResultsBook.pdf,False
